o	n	s	s	n	s	n	n	n	n	n	n	s
61010091	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010093	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010096	1	aside_1	func	BossShow;boss=31500260;anim_id=763	0	0	0	0	0	0	0	BOSS展示
61010096	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010096	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010094	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010094	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010094	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010095	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010095	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010097	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010098	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010098	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010098	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010099	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010099	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010100	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010101	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010101	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010101	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010102	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010102	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010103	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010106	1	aside_1	func	BossShow;boss=31500290;anim_id=72	0	0	0	0	0	0	0	BOSS展示
61010106	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010106	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010104	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010104	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010104	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010105	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010105	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010107	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010110	1	aside_1	func	BossShow;boss=31500300;anim_id=697	0	0	0	0	0	0	0	BOSS展示
61010110	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010110	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010108	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010108	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010108	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010109	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010109	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010111	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010114	1	aside_1	func	BossShow;boss=31500310;anim_id=32	0	0	0	0	0	0	0	BOSS展示
61010114	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010114	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010112	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010112	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010112	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010113	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010113	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010115	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010116	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010116	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010116	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010117	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010117	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010118	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010121	1	aside_1	func	BossShow;boss=31500330;anim_id=659	0	0	0	0	0	0	0	BOSS展示
61010121	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010121	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010119	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010119	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010119	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010120	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010120	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010122	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010123	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010123	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010123	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010124	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010124	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010125	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010128	1	aside_1	func	BossShow;boss=31500350;anim_id=10	0	0	0	0	0	0	0	BOSS展示
61010128	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010128	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010126	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010126	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010126	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010127	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010127	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010129	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010130	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010130	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010130	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010131	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010131	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010132	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010133	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010133	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010133	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010134	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010134	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010135	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010138	1	aside_1	func	BossShow;boss=31500380;anim_id=619	0	0	0	0	0	0	0	BOSS展示
61010138	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010138	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010136	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010136	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010136	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010137	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010137	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010139	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010142	1	aside_1	func	BossShow;boss=31500390;anim_id=607	0	0	0	0	0	0	0	BOSS展示
61010142	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010142	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010140	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010140	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010140	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010141	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010141	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010143	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010144	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010144	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010144	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010145	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010145	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010146	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010149	1	aside_1	func	BossShow;boss=31500410;anim_id=668	0	0	0	0	0	0	0	BOSS展示
61010149	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010149	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010147	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010147	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010147	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010148	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010148	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010150	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010151	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010151	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010151	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010152	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010152	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010153	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010156	1	aside_1	func	BossShow;boss=31500430;anim_id=48	0	0	0	0	0	0	0	BOSS展示
61010156	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010156	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010154	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010154	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010154	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010155	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010155	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010157	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010158	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010158	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010158	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010159	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010159	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010160	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010163	1	aside_1	func	BossShow;boss=31500450;anim_id=697	0	0	0	0	0	0	0	BOSS展示
61010163	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010163	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010161	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010161	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010161	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010162	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010162	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010164	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010167	1	aside_1	func	BossShow;boss=31500460;anim_id=597	0	0	0	0	0	0	0	BOSS展示
61010167	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010167	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010165	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010165	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010165	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010166	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010166	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010168	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010169	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010169	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010169	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010170	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010170	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010171	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010172	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010172	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010172	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010173	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010173	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010174	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010177	1	aside_1	func	BossShow;boss=31500490;anim_id=99	0	0	0	0	0	0	0	BOSS展示
61010177	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010177	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010175	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010175	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010175	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010176	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010176	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010178	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010181	1	aside_1	func	BossShow;boss=31500500;anim_id=763	0	0	0	0	0	0	0	BOSS展示
61010181	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010181	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010179	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010179	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010179	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010180	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010180	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010182	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010185	1	aside_1	func	BossShow;boss=31500510;anim_id=72	0	0	0	0	0	0	0	BOSS展示
61010185	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010185	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010183	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010183	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010183	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010184	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010184	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010186	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010187	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010187	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010187	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010188	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010188	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010189	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010190	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010190	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010190	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010191	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010191	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010192	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010195	1	aside_1	func	BossShow;boss=31500540;anim_id=803	0	0	0	0	0	0	0	BOSS展示
61010195	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010195	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010193	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010193	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010193	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010194	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010194	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010196	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010199	1	aside_1	func	BossShow;boss=31500550;anim_id=619	0	0	0	0	0	0	0	BOSS展示
61010199	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010199	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010197	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010197	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010197	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010198	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010198	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010200	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010201	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010201	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010201	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010202	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010202	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010203	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010206	1	aside_1	func	BossShow;boss=31500570;anim_id=66	0	0	0	0	0	0	0	BOSS展示
61010206	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010206	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010204	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010204	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010204	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010205	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010205	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010207	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010210	1	aside_1	func	BossShow;boss=31500580;anim_id=607	0	0	0	0	0	0	0	BOSS展示
61010210	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010210	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010208	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010208	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010208	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010209	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010209	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010211	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010214	1	aside_1	func	BossShow;boss=31500590;anim_id=656	0	0	0	0	0	0	0	BOSS展示
61010214	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010214	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
61010212	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010212	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010212	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010213	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010213	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010215	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010217	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	BOSS死亡慢动作
61010217	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	队长展示
61010217	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010216	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	战斗失败
61010216	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	队长展示2
61010218	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	开场角色展示
61010221	1	aside_1	func	BossShow;boss=31500610;anim_id=943	0	0	0	0	0	0	0	BOSS展示
61010221	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	BOSS展示名字和描述
61010221	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	BOSS展示结束
